colct_stdde,sle_site_domn,prices_prdlst_id,goods_nm,shop_nm,anals_trget_pc,Price,expsr_ordr,job_id,kf
2020-03-30,search.shopping.naver.com,F012050,애니프리 KF80 필터 사용 황사 마스크 10매/당일출고 미세먼지 국내배송 방역 - 11번가,11번가,25810,2581,36,490013,80
2020-05-23,search.shopping.naver.com,F012050,(대한도매) kf94 대형마스크 1개 개별포장 늘푸른마스크 - 11번가,11번가,4320,4320,30,490008,94
2020-05-15,search.shopping.naver.com,F012050,[엠플러스] M플러스 KF80 마스크 대형 개별포장 마스크 5매 1세트 화이트 - 위메프,위메프,9900,1980,79,490013,80
2020-05-21,search.shopping.naver.com,F012050,KF80 마스크 대형 미세먼지 황사 마스크 - 참무역,참무역,1790,1790,1,490013,80
2020-04-17,search.shopping.naver.com,F012050,(당일출고)국산 KF94 마스크 미세 대형 5매입 - G마켓,G마켓,20130,4026,33,490015,94
2020-04-19,search.shopping.naver.com,F012050,늘푸른 황사마스크 KF80 중형 화이트 2매 - 인터파크,인터파크,6230,3115,55,490013,80
2020-05-23,search.shopping.naver.com,F012050,한국내제조 kf80 kf94 소형 대형 벌크 화이트 그레이 - 도그몰,도그몰,1800,1800,56,490015,94
2020-05-27,search.shopping.naver.com,F012050,휴먼텍 휴먼제로 KF80 황사방역마스크 1개 5매입 - 쿠팡,쿠팡,9500,1900,4,490009,80
2020-02-20,search.shopping.naver.com,F012091,방역 마스크 KF94 대형 화이트 일회용 개별 포장 1개 - 이그젬플제로,이그젬플제로,2750,,2,490008,94
2020-04-17,search.shopping.naver.com,F012050,유한킴벌리 크리넥스 KF80 마스크 데일리 입체형 1입 - 옥션,옥션,4090,4090,77,490013,80
2020-02-25,search.shopping.naver.com,F012091,kf94 대형 흰색 1개 황사 우한폐렴 마스크 끈조절 국내제조 개별포장 - 라잇뷰티,라잇뷰티,4300,,15,490008,94
2020-05-06,search.shopping.naver.com,F012050,한컴라이프케어 황사 마스크 KF94 식약청 허가제품 1개 - 스마트핫라인,스마트핫라인,2000,2000,25,490008,94
2020-03-12,search.shopping.naver.com,F012050,kf94 마스크 모음 kf80 미세먼지 소형 중형 대형 [우한 코로나19 예방] - 정품 마켓,정품 마켓,5900,5900,1,490002,94
2020-05-05,search.shopping.naver.com,F012050,"웰킵스 KF94 마스크 대형 1개씩판매,재고확보 - 11번가",11번가,2660,2660,20,490008,94
2020-03-18,search.shopping.naver.com,F012050,더조은 국내산KF94마스크 대형 5매 브랜드랜덤발송 - 옥션,옥션,29810,5962,31,490015,94
2020-05-02,search.shopping.naver.com,F012050,올가드 KF94 황사미세먼지마스크 대형 1매 - 오픈메디칼,오픈메디칼,2100,2100,34,490015,94
2020-05-18,search.shopping.naver.com,F012050,건영크린텍 KF94 마스크대형 5매X6봉총30매 - CJmall,CJmall,69260,2308.666667,26,490015,94
2020-05-14,search.shopping.naver.com,F012050,크린숨 방역마스크 KF94 황사 미세먼지 코로나 대형 - 인터파크,인터파크,2300,2300,35,490015,94
2020-04-16,search.shopping.naver.com,F012050,일월 KF94 보건용마스크 황사마스크 미세먼지마스크 1개 - 쿠팡,쿠팡,3000,3000,22,490008,94
2020-04-29,search.shopping.naver.com,F012050,보령 5WHY 일동 푸른숲 중외제약 좋은숨 동아제약 더스논 황사 미세먼지 마스크 KF94 KF99 - 헬로우메디,헬로우메디,3000,3000,2,490003,94
2020-04-12,search.shopping.naver.com,F012050,(당일출고) KF94마스크 대형 5매 국내생산 의약외품ZE - G마켓,G마켓,15060,3012,74,490015,94
2020-04-12,search.shopping.naver.com,F012050,KF94 소형 마스크 1개 (5매입) x 3개 (총 15매) 랜덤발송 - 쿠팡,쿠팡,42000,2800,22,490008,94
2020-04-10,search.shopping.naver.com,F012050,숨쉬Go KF94 방역 미세먼지 마스크 (대형X 낱개 1개) 화이트색상 - 미세먼지없는 깨끗한 숨 마스크 - gamezend,gamezend,4900,4900,32,490008,94
2020-03-16,search.shopping.naver.com,F012050,방역 마스크 KF80 대형 화이트 일회용 개별 포장 1개 - 파이닉스 공조냉동,파이닉스 공조냉동,3990,3990,36,490013,80
2020-04-18,search.shopping.naver.com,F012050,kf94 대형마스크 1개 개별포장 숨마스크 - 위메프,위메프,4700,4700,42,490008,94
2020-03-24,search.shopping.naver.com,F012050,[티몬데이] 히트상품 무지10매 [재고확보 당일출고]국내산 황사 미세먼지 마스크 KF94 대형 클립형 5매 - 티몬,티몬,19500,3900,52,490015,94
2020-04-28,search.shopping.naver.com,F012050,웰킵스 스마트 미세먼지황사마스크 KF94 대형 1개 - G마켓,G마켓,2690,2690,15,490008,94
2020-05-08,search.shopping.naver.com,F012050,KF94 미세먼지 황사 마스크 7P_대형(블랙) 8118906001200 - 롯데ON,롯데ON,9900,1414.285714,54,490015,94
2020-04-21,search.shopping.naver.com,F012050,"KF94 대형 마스크 1개 (5매) x 5개 (총25매입), 바이러스, 황사, 미세먼지 - 동백꽃상회",동백꽃상회,70000,2800,2,490008,94
2020-03-07,search.shopping.naver.com,F012050,[더샵스토어] 인기 프리미엄 프리텍 입체형 dust마스크 F-1 KF80 블랙 1개입 - 위메프,위메프,9340,,26,490013,80
2020-05-13,search.shopping.naver.com,F012050,이노센트 KF80 마스크 미세먼지 황사방역용 어린이마스크 아동마스크 (1개) - 공순이도매,공순이도매,2360,2360,1,490009,80
2020-04-03,search.shopping.naver.com,F012050,국산 개별포장 KF94 황사 마스크 일회용 10매 대형 - G9,G9,42900,4290,60,490015,94
2020-02-23,search.shopping.naver.com,F012091,동아제약 황사마스크 더스논 어린이소형 KF94 1개입 - 마미쿨,마미쿨,4500,,5,490003,94
2020-05-29,search.shopping.naver.com,F012050,QUQU 황사 초미세먼지 마스크 KF94 개별포장 1개 - 옥션,옥션,2000,2000,34,490008,94
2020-04-25,search.shopping.naver.com,F012050,이노센트 KF80 마스크 미세먼지 황사방역용 어린이마스크 아동마스크 (1개) - 공순이도매,공순이도매,2360,2360,27,490013,80
2020-02-19,search.shopping.naver.com,F012091,3Q 미세 먼지 KF94 대형 1회용 일회용 마스크 1개 - 팹시티,팹시티,4500,,73,490008,94
2020-03-28,search.shopping.naver.com,F012050,도부 끌라레루트 KF80 마스크 대형 블랙 5매입 성인용 - 쿠팡,쿠팡,26900,5380,26,490013,80
2020-04-27,search.shopping.naver.com,F012050,늘푸른 황사마스크 KF80 중형 화이트 2매 - 썸타는언니,썸타는언니,7000,3500,53,490013,80
2020-05-25,search.shopping.naver.com,F012050,미세먼지 황사/방역용 마스크(KF94) 제약회사마스크 일동 푸른숲 동아 더스논 미세먼지마스크 - 핑팜-,핑팜-,3490,3490,3,490003,94
2020-03-23,search.shopping.naver.com,F012050,방역 마스크 KF80 대형 화이트 일회용 개별 포장 1개 - 파이닉스 공조냉동,파이닉스 공조냉동,3990,3990,21,490013,80
2020-05-18,search.shopping.naver.com,F012050,(대한도매) kf94 대형마스크 1개 개별포장 늘푸른마스크 효도 어버이날 부모님 아버지 어머니 - GD상점,GD상점,4800,4800,9,490008,94
2020-04-29,search.shopping.naver.com,F012050,일동 푸른숲 보령 5why 중외 좋은숨 동아 더스논 KF94 미세먼지 황사마스크 KF99 KF80 어린이 - 오렌지팜,오렌지팜,3000,3000,1,490003,94
2020-03-28,search.shopping.naver.com,F012050,뉴네퓨어 황사 방역용 마스크 KF94 대형 성인용 10매 - G마켓,G마켓,43910,4391,11,490001,94
2020-04-23,search.shopping.naver.com,F012050,파인텍 네퓨어 KF94 10매 황사 미세먼지 일회용마스크 - 인터파크,인터파크,27000,2700,5,490001,94
2020-05-24,search.shopping.naver.com,F012050,[네퓨어] 파인텍 네퓨어 KF94 대형(5매입X2개) 황사 미세먼지 끈조절 마스크 - 위메프,위메프,25900,2590,6,490001,94
2020-05-12,search.shopping.naver.com,F012050,(당일출고)국산 KF94 마스크 미세 대형 5매입 - G마켓,G마켓,21060,4212,9,490015,94
2020-05-22,search.shopping.naver.com,F012050,(대한도매) kf94 대형마스크 1개 개별포장 늘푸른마스크 - 11번가,11번가,4320,4320,15,490008,94
2020-05-24,search.shopping.naver.com,F012050,국내산 황사 방역 마스크 KF80 중형 1개 (브랜드랜덤) - 옥션,옥션,3000,3000,23,490009,80
2020-05-20,search.shopping.naver.com,F012050,kf94 대형마스크 1개 개별포장 늘푸른마스크 - 옥션,옥션,3970,3970,22,490008,94
2020-05-22,search.shopping.naver.com,F012050,유한킴벌리 크리넥스 KF94 데일리방역 마스크 입체1개 - 옥션,옥션,4400,4400,32,490008,94
2020-05-21,search.shopping.naver.com,F012050,국내산 황사 방역 마스크 KF80 대형 1개 (브랜드랜덤) - G마켓,G마켓,2200,2200,29,490009,80
2020-04-21,search.shopping.naver.com,F012050,도부마스크 끌라레루트 KF80 마스크 대형 블랙 5매입 성인용 - 쿠팡,쿠팡,19900,3980,70,490013,80
2020-05-26,search.shopping.naver.com,F012050,애니프리 KF80 필터 사용 황사 마스크 10매/당일출고 - 인터파크,인터파크,14000,1400,5,490013,80
2020-05-21,search.shopping.naver.com,F012050,KF94 대형 마스크 국내생산 낱개 개별포장 1개 - 리버파크,리버파크,2500,2500,2,490008,94
2020-03-22,search.shopping.naver.com,F012050,바른마스크 깨끗한황사방역마스크 5매(KF94)(대형) - 쿠팡,쿠팡,26000,5200,30,490015,94
2020-04-14,search.shopping.naver.com,F012050,마스크 대형 1개씩 개별포장 디자인 랜덤으로 발송 [국내제작 미세먼지마스크] KF94 KF80 일회용마스크 황사마스크 코로나19 - 티몬,티몬,3510,3510,24,490008,94
2020-03-21,search.shopping.naver.com,F012050,(국내 당일 발송) (10매) KF94 마스크 대형 코로나19 - G마켓,G마켓,50600,5060,67,490015,94
2020-05-28,search.shopping.naver.com,F012050,국산 KF80 KF94 마스크 대형 화이트 10매 웰킵스몰 유한킴벌리 애니가드 크리넥스 - 비타마니아,비타마니아,29700,2970,53,490015,94
2020-05-07,search.shopping.naver.com,F012050,미세먼지마스크 대형 10매 애니가드 국내생산 KF80 미세먼지마스크 대형 10매 - 티몬,티몬,25000,2500,64,490013,80
2020-05-11,search.shopping.naver.com,F012050,1개 - 5매입 세이프크린 KF94 마스크 화이트 대형 황사 미세먼지 일회용 - 헤르메스타운,헤르메스타운,9900,1980,8,490008,94
2020-04-25,search.shopping.naver.com,F012050,kf94 대형마스크 1개 개별포장 숨마스크 - G마켓,G마켓,4050,4050,40,490008,94
2020-05-12,search.shopping.naver.com,F012050,KF94 마스크 식약처인증 황사 방역 마스크 대형 1매 휴안청플러스 - 패션플러스,패션플러스,1850,1850,2,490015,94
2020-05-06,search.shopping.naver.com,F012050,(5월4일 발송) KF94 미세먼지 황사 마스크 대형 30매 - G마켓,G마켓,59800,1993.333333,70,490015,94
2020-05-01,search.shopping.naver.com,F012050,kf94 대형마스크 1개 개별포장 늘푸른마스크 - G마켓,G마켓,4620,4620,13,490008,94
2020-03-28,search.shopping.naver.com,F012050,국산 kf94 마스크 대형 (1인 10개한정) - 도그몰,도그몰,3890,3890,55,490015,94
2020-05-08,search.shopping.naver.com,F012050,이노센트 KF80 마스크 미세먼지 황사방역용 어린이마스크 아동마스크 (1개) - 공순이도매,공순이도매,2360,2360,15,490009,94
2020-03-05,search.shopping.naver.com,F012050,[더샵스토어] 인기 프리미엄 아이비스 KF80먼지마스크(SP) - 위메프,위메프,7760,,14,490013,80
2020-04-11,search.shopping.naver.com,F012050,늘푸른 황사마스크(KF80) 화이트 중형 X 10매 - 옥션,옥션,33880,3388,38,490013,80
2020-04-16,search.shopping.naver.com,F012050,[히트상품] 퓨어케어 KF94 황사마스크 대형 10매 개별포장 4월 8일 재고확보 대형 개별포장 - 티몬,티몬,29900,2990,17,490015,94
2020-05-05,search.shopping.naver.com,F012050,[유가모아] 마스크 kf94 kf80 소형 중형 대형 덴탈 일회용 화이트 블랙 - madammaket,madammaket,1700,1700,17,490015,94
2020-04-04,search.shopping.naver.com,F012050,[KF94마스크] 대형 일회용 미세먼지 마스크 (국내정품) - 파파몽,파파몽,3600,3600,22,490015,94
2020-04-14,search.shopping.naver.com,F012050,국내제조 KF80 황사마스크 대형 개별포장 - 컨테이젼,컨테이젼,2900,2900,51,490013,80
2020-04-05,search.shopping.naver.com,F012050,닥터퓨리 KF94 미세 황사마스크 대형 20매 1BOX - 빠른배송 - 위메프,위메프,78000,3900,3,490002,94
2020-03-26,search.shopping.naver.com,F012050,국산 kf80 마스크 대형 - 도그몰,도그몰,4500,4500,5,490013,80
2020-04-11,search.shopping.naver.com,F012050,늘푸른 황사마스크 KF80 대형 화이트 X 10매 개별포장 - 티몬,티몬,31850,3185,12,490013,80
2020-04-13,search.shopping.naver.com,F012050,식약처인증 KF94 크린웰 마스크 대형 화이트 5매 (개별포장) - 멸치쇼핑,멸치쇼핑,21500,4300,21,490015,94
2020-05-26,search.shopping.naver.com,F012050,크린케어 KF94 대형 미세먼지 황사 마스크(화이트 1개) - 가자안전센터,가자안전센터,1650,1650,33,490015,94
2020-05-27,search.shopping.naver.com,F012050,[국산]KF80마스크 대형/개별포장 - 엄지점빵,엄지점빵,2640,2640,46,490013,80
2020-04-15,search.shopping.naver.com,F012050,"[국산]아레카 KF94 입체 마스크 대형 성인용 5매입,그레이 황사 미세먼지 코로나 입체 - 핫플레이스샵",핫플레이스샵,18400,3680,27,490015,94
2020-04-11,search.shopping.naver.com,F012050,어울림컴퍼니 kf94(대형) 1팩 5개입 1개 제조사 랜덤 무료 배송! - 어울림 컴퍼니,어울림 컴퍼니,23900,4780,22,490008,94
2020-04-27,search.shopping.naver.com,F012050,[아텍스] 하이가드 방역마스크 KF94 대형 1개(5매입) - 11번가,11번가,16020,3204,51,490008,94
2020-04-05,search.shopping.naver.com,F012050,KF80 마스크 (대형/국내생산) 1팩 - 라이프오틱스,라이프오틱스,3400,3400,15,490013,80
2020-05-16,search.shopping.naver.com,F012050,kf94 대형마스크 1개 개별포장 늘푸른마스크 - 인터파크,인터파크,4150,4150,32,490008,94
2020-05-05,search.shopping.naver.com,F012050,(대한도매) kf94 대형마스크 1개 개별포장 늘푸른마스크 - 코스구띵,코스구띵,3900,3900,10,490008,94
2020-04-24,search.shopping.naver.com,F012050,"다존,이노센트외 KF94,KF80 황사 방역마스크 대형 개별포장 10개 - 마켓 온",마켓 온,26000,2600,23,490015,94
2020-02-15,search.shopping.naver.com,F012091,3Q 미세 먼지 KF94 대형 1회용 일회용 마스크 1개 - 롯데쇼핑,롯데쇼핑,3910,,80,490008,94
2020-04-28,search.shopping.naver.com,F012050,[국산]KF80마스크 대형/개별포장 - 엄지점빵,엄지점빵,2640,2640,32,490013,80
2020-05-03,search.shopping.naver.com,F012050,제로베이 KF94 대형 마스크 1개 / 화이트 / 보건 개별 - G마켓,G마켓,2310,2310,39,490008,94
2020-04-22,search.shopping.naver.com,F012050,KF94 미세먼지 황사 마스크 30매 [5개입X6지퍼팩] 대형 - 마스크팜,마스크팜,65200,2173.333333,11,490015,94
2020-03-25,search.shopping.naver.com,F012050,(당일출고)KF94미세먼지 국산 마스크대형마스크10매입 - 옥션,옥션,46550,4655,4,490015,94
2020-02-25,search.shopping.naver.com,F012091,[더샵스토어] 인기 리빙용품 아이비스 힉스윌로우리프쉐이프페이스마스크(KF80- yellow dust) - 위메프,위메프,8210,,36,490013,80
2020-03-03,search.shopping.naver.com,F012050,인기 리빙용품 프리텍 입체형 dust마스크 F-1 KF80 블랙 1개입 - 위메프,위메프,9340,,30,490013,80
2020-05-14,search.shopping.naver.com,F012050,KF80 마스크 대형 화이트 개별포장 - 꿀벌777,꿀벌777,1860,1860,50,490013,80
2020-05-29,search.shopping.naver.com,F012050,인가드 KF94 대형마스크 색상/브랜드 랜덤발송 10매 - G마켓,G마켓,20000,2000,55,490015,94
2020-05-15,search.shopping.naver.com,F012050,미니키티국내산 황사 방역용 미세먼지 마스크 KF94 중형 1개 (브랜드랜덤) - 캐릭터용품쇼핑몰스토리마켓,캐릭터용품쇼핑몰스토리마켓,2500,2500,50,490008,94
2020-04-19,search.shopping.naver.com,F012050,늘푸른 황사마스크(KF80) 화이트 중형 X 10매 - 옥션,옥션,33460,3346,82,490013,80
2020-05-10,search.shopping.naver.com,F012050,kf94 대형마스크 1개 개별포장 늘푸른마스크 - G마켓,G마켓,4620,4620,22,490008,94
2020-05-11,search.shopping.naver.com,F012050,[당일배송] KF94 숨쉬기 편한 우리아이 황사방역 마스크 1개 (끈조절가능) - 키즈앤베이비,키즈앤베이비,2700,2700,7,490008,94
2020-05-15,search.shopping.naver.com,F012050,건영크린텍 KF94 마스크대형 5매X3봉총15매 - CJmall,CJmall,35060,2337.333333,55,490015,94
2020-05-03,search.shopping.naver.com,F012050,3M 넥스케어 위생 마스크(5매입) /KF80/94 미세먼지 마스크(5매입) - 11번가,11번가,10000,2000,57,490013,80
2020-04-20,search.shopping.naver.com,F012050,뉴네퓨어 황사 방역용 마스크 KF94 대형 성인용5매입 - 브리에쥬르,브리에쥬르,21150,4230,8,490001,94
2020-03-31,search.shopping.naver.com,F012050,국산 kf80 마스크 대형 - 도그몰,도그몰,4500,4500,26,490013,80
2020-02-22,search.shopping.naver.com,F012091,동아제약 더스논 황사방역마스크 KF94 소형 1개 - 더블유엘비에프,더블유엘비에프,3000,,5,490003,94
2020-03-25,search.shopping.naver.com,F012050,식약처인증 KF94 마스크 대형 5매입 화이트 회사 랜덤 - 11번가,11번가,23900,4780,60,490015,94
2020-05-26,search.shopping.naver.com,F012050,케어온 숨쉬기 편안한 밸브 미세먼지 마스크 KF80 [10P] - 온리빙,온리빙,30000,3000,44,490013,80
2020-04-26,search.shopping.naver.com,F012050,소확행몰 맑은하늘 대형 황사 마스크 KF80 - 11번가,11번가,2410,2410,56,490013,80
2020-03-25,search.shopping.naver.com,F012050,당일배송 끌라레루트 보건용 마스크 KF80 블랙 1매 - 쿠팡,쿠팡,4200,4200,29,490013,80
2020-05-05,search.shopping.naver.com,F012050,숨쉬Go KF94 방역 미세먼지 마스크 (대형X 낱개 1개) 화이트색상 - 미세먼지없는 깨끗한 숨 마스크 - gamezend,gamezend,4900,4900,7,490008,94
2020-05-13,search.shopping.naver.com,F012050,"다존,이노센트외 KF94,KF80 황사 방역마스크 대형 개별포장 10개 - 마켓 온",마켓 온,26000,2600,47,490015,94
2020-05-09,search.shopping.naver.com,F012050,[뉴크린웰] 마스크 KF80 대형 흰색 건강관리하는데 필수템 - 티몬,티몬,2610,2610,58,490013,80
2020-02-26,search.shopping.naver.com,F012091,황사 미세먼지 연예인마스크 KF80 인증 국내생산 - 티몬,티몬,4460,,15,490013,80
2020-05-29,search.shopping.naver.com,F012050,와이제이씨 엠2보건용 KF94 끈조절 황사방역 마스크 대형 5매 - 탑세이프티,탑세이프티,9350,1870,24,490015,94
2020-02-16,search.shopping.naver.com,F012091,황사와 미세먼지를 막아주는 더스논 KF94(소형) 1개입/코로나 바이러스 이겨냅시다! - 알파와오메가 건강스토어,알파와오메가 건강스토어,3000,,9,490003,94
2020-05-27,search.shopping.naver.com,F012050,엠플러스 MPLUS KF80 마스크/ 황사방역 마스크 /미세먼지 마스크 - 에스에스 유통,에스에스 유통,1850,1850,49,490013,80
2020-03-12,search.shopping.naver.com,F012050,키즈디펜스패키지)미마KF80블랙마스크5장+라바키즈라떼 랜덤1종 - DY생활건강,DY생활건강,21900,4380,70,490013,80
2020-05-18,search.shopping.naver.com,F012050,"국산 kf94 마스크 대형 (1인2개한정,오늘출발) - 도그몰",도그몰,1700,1700,70,490015,94
2020-05-25,search.shopping.naver.com,F012050,맑은하늘 황사마스크 대형 KF80 화이트 1매 - G마켓,G마켓,2000,2000,75,490013,80
2020-04-16,search.shopping.naver.com,F012050,늘푸른 황사마스크(KF80) 화이트 대형 X 10매 - 옥션,옥션,30100,3010,67,490013,80
2020-05-01,search.shopping.naver.com,F012050,(대한도매) kf94 대형마스크 1개 개별포장 늘푸른마스크 - 러브코리아,러브코리아,4370,4370,7,490008,94
2020-04-17,search.shopping.naver.com,F012050,KF94마스크 국산 미세먼지 대형10매입 개별포장 - G마켓,G마켓,28670,2867,68,490015,94
2020-05-23,search.shopping.naver.com,F012050,[아레카] 아레카 KF94 미세먼지 마스크 / 그레이 대형 1팩 (5매입) - 위메프,위메프,14980,2996,68,490015,94
2020-04-19,search.shopping.naver.com,F012050,"KF94 황사방역마스크 개별대형1개입/끈조절가능,국산, 식약처인증 - 반짝반짝이네",반짝반짝이네,3200,3200,24,490015,94
2020-04-05,search.shopping.naver.com,F012050,당일배송 끌라레루트 보건용 마스크 KF80 블랙 1매 - 쿠팡,쿠팡,4200,4200,80,490013,80
2020-04-08,search.shopping.naver.com,F012050,KF94 마스크 식약처인증 황사 방역 마스크 대형 1매 휴안청플러스 - 패션플러스,패션플러스,2950,2950,37,490015,94
2020-03-30,search.shopping.naver.com,F012050,당일출고 애니프리 KF80 필터 사용 황사 마스크 10매 - 옥션,옥션,25520,2552,78,490013,80
2020-02-21,search.shopping.naver.com,F012091,네오세이프 입체면마스크[화이트 성인용] 1개 어린이 마스크 성인마스크 KF94 황사마스크 어린이캐릭터마스크 면마스크 방한 무형광 - 티몬,티몬,3000,,7,490008,94
2020-05-09,search.shopping.naver.com,F012050,애니가드 애니가드 미세먼지 마스크 KF80 대형 5개입 - 옥션,옥션,12990,2598,40,490013,80
2020-04-24,search.shopping.naver.com,F012050,[KF94마스크] 대형 일회용 미세먼지 마스크 (국내정품) - 파파몽,파파몽,2290,2290,51,490015,94
2020-02-19,search.shopping.naver.com,F012091,핑크퐁입체마스크[핑크 어린이용] 1개 어린이 마스크 성인마스크 KF94 황사마스크 어린이캐릭터마스크 면마스크 방한 무형광 - 티몬,티몬,4500,,76,490008,94
2020-05-03,search.shopping.naver.com,F012050,[유가모아] 마스크 kf94 kf80 소형 중형 대형 덴탈 일회용 화이트 블랙 - madammaket,madammaket,1700,1700,13,490015,94
2020-05-08,search.shopping.naver.com,F012050,[일월]보건용 황사 미세먼지 마스크 KF94 (대형30매) - 이마트몰,이마트몰,69800,2326.666667,34,490015,94
2020-04-05,search.shopping.naver.com,F012050,파인텍 네퓨어 황사 방역 마스크 KF94/미세먼지 마스크 5매입 - 미앤미c,미앤미c,15000,3000,1,490001,94
2020-03-28,search.shopping.naver.com,F012050,공룡메카드멸균마스크 1개 어린이 마스크 성인마스크 KF94 황사마스크 어린이캐릭터마스크 면마스크 방한 무형광 - 티몬,티몬,3500,3500,13,490008,94
2020-02-12,search.shopping.naver.com,F012091,LG KF80 대형(블랙라인) 초편안 황사 미세먼지마스크 1개 식약처 허가 - 비원오피스,비원오피스,3400,,7,490009,80
2020-05-03,search.shopping.naver.com,F012050,kf94 대형마스크 1개 개별포장 숨마스크 - 인터파크,인터파크,4150,4150,36,490008,94
2020-05-07,search.shopping.naver.com,F012050,애니프리 KF80 필터 사용 황사 마스크 10매/당일출고 - 인터파크,인터파크,14000,1400,43,490013,80
2020-04-28,search.shopping.naver.com,F012050,[애니프리] 미세먼지 마스크 대형 10매 / KF80 시험 기준 통과 - 11번가,11번가,18610,1861,56,490013,80
2020-04-18,search.shopping.naver.com,F012050,"KF94 황사방역마스크 개별대형1개입/끈조절가능,국산, 식약처인증 - 반짝반짝이네",반짝반짝이네,3200,3200,19,490015,94
2020-04-19,search.shopping.naver.com,F012050,퓨어365 KF94 대형 황사마스크 1개 5매입 - 옥션,옥션,19900,3980,32,490008,94
2020-04-28,search.shopping.naver.com,F012050,kf94 대형마스크 1개 개별포장 숨마스크 - G마켓,G마켓,4660,4660,20,490008,94
2020-04-29,search.shopping.naver.com,F012050,[일월]보건용 황사 미세먼지 마스크 KF94 (대형30매) - 이마트몰,이마트몰,69800,2326.666667,33,490015,94
2020-04-30,search.shopping.naver.com,F012050,뉴크린웰 KF80 마스크 대형 - 쿠팡,쿠팡,2060,2060,44,490013,80
2020-05-27,search.shopping.naver.com,F012050,유한킴벌리 크리넥스 KF94 데일리방역 입체형 마스크 1개 - 11번가,11번가,4370,4370,46,490008,94
2020-05-03,search.shopping.naver.com,F012050,(4/15입고) 더숨 에버프레쉬 에어마스크 KF94 대형 화이트 1개입x10매 - 한알 ABM,한알 ABM,25500,2550,46,490015,94
2020-04-10,search.shopping.naver.com,F012050,크린숨 방역마스크 KF94 황사 미세먼지 코로나 대형 - 인터파크,인터파크,2820,2820,69,490015,94
2020-04-27,search.shopping.naver.com,F012050,숨쉬고 편안한숨 KF80 대형 화이트 황사마스크 5매 - 해피키즈몰,해피키즈몰,16500,3300,34,490013,80
2020-05-15,search.shopping.naver.com,F012050,1개 - 5매입 세이프크린 KF94 마스크 화이트 대형 황사 미세먼지 일회용 - 헤르메스타운,헤르메스타운,9900,1980,6,490008,94
2020-04-19,search.shopping.naver.com,F012050,웰킵스 마스크 kf94 화이트 대형 - 쿠팡,쿠팡,3750,3750,61,490015,94
2020-04-27,search.shopping.naver.com,F012050,보령 5WHY 일동 푸른숲 중외제약 좋은숨 동아제약 더스논 황사 미세먼지 마스크 KF94 KF99 - 헬로우메디,헬로우메디,3000,3000,2,490003,94
2020-04-25,search.shopping.naver.com,F012050,kf94 대형마스크 1개 개별포장 숨마스크 - G마켓,G마켓,4930,4930,35,490008,94
2020-05-23,search.shopping.naver.com,F012050,KF80마스크 퓨어 마스크 - 옥션,옥션,2970,2970,44,490013,80
2020-04-20,search.shopping.naver.com,F012050,유한킴벌리 크리넥스 KF80 마스크 데일리 입체형 1입 - 옥션,옥션,4090,4090,32,490013,80
2020-04-13,search.shopping.naver.com,F012050,인가드 KF94 대형마스크 색상/브랜드 랜덤발송 10매 - 옥션,옥션,25000,2500,34,490015,94
2020-03-04,search.shopping.naver.com,F012050,[더샵스토어] 인기 프리미엄 프리텍 입체형 dust마스크 F-1 KF80 블랙 1개입 - 위메프,위메프,9340,,28,490013,80
2020-05-04,search.shopping.naver.com,F012050,[당일배송] KF94 숨쉬기 편한 우리아이 황사방역 마스크 1개 (끈조절가능) - 키즈앤베이비,키즈앤베이비,2700,2700,1,490008,94
2020-04-21,search.shopping.naver.com,F012050,유한킴벌리 크리넥스 KF80 마스크 데일리 입체형 1입 - 옥션,옥션,4080,4080,32,490013,80
2020-05-07,search.shopping.naver.com,F012050,국대마스크 KF94 대형 5입 - 메가마트몰,메가마트몰,11900,2380,27,490015,94
2020-05-27,search.shopping.naver.com,F012050,한컴라이프케어 미세먼지 황사마스크 밸브형 KF94 화이트1개 - 스마트 핫라인,스마트 핫라인,2000,2000,36,490008,94
2020-05-27,search.shopping.naver.com,F012050,식약처인증 KF94 크린웰 마스크 대형 화이트 5매 (개별포장) - 멸치쇼핑,멸치쇼핑,19600,3920,28,490015,94
2020-04-28,search.shopping.naver.com,F012050,(대한도매) kf94 대형마스크 1개 개별포장 숨마스크 - 팔구사구8949,팔구사구8949,3530,3530,8,490008,94
2020-05-13,search.shopping.naver.com,F012050,QUQU 더안심 황사 미세먼지 방역 마스크 KF94 - G마켓,G마켓,2300,2300,6,490008,94
2020-04-01,search.shopping.naver.com,F012050,오투웨어 KF94 마스크 1개 5매 화이트 대형 KF94마스크 일회용 황사마스크 미세먼지 일회용마스크 5매 1매씩 낱개포장 화이트 - 티몬,티몬,19020,3804,44,490008,94
2020-04-06,search.shopping.naver.com,F012050,소확행몰 맑은하늘 대형 황사 마스크 KF80 - 5개 - 11번가,11번가,14240,2848,70,490013,80
2020-03-19,search.shopping.naver.com,F012050,(국내 오늘 발송) (10매입) KF94 마스크 대형 - 인터파크,인터파크,48920,4892,51,490015,94
2020-05-18,search.shopping.naver.com,F012050,KF94 마스크 대형5개 매일편한 디펜스 황사방역용마스크(당일발송) - 쿠팡,쿠팡,13000,2600,75,490015,94
